date,county,state,fips,cases,deaths
2020-04-04,Washington,Pennsylvania,42125,46,0
2020-04-04,Wayne,Pennsylvania,42127,28,0
2020-04-04,Westmoreland,Pennsylvania,42129,135,0
2020-04-04,Wyoming,Pennsylvania,42131,5,0
2020-04-04,York,Pennsylvania,42133,144,1
2020-04-04,Unknown,Puerto Rico,,452,18
2020-04-04,Bristol,Rhode Island,44001,24,0
2020-04-04,Kent,Rhode Island,44003,82,0
2020-04-04,Newport,Rhode Island,44005,39,0
2020-04-04,Providence,Rhode Island,44007,491,7
2020-04-04,Unknown,Rhode Island,,122,10
2020-04-04,Washington,Rhode Island,44009,48,0
2020-04-04,Abbeville,South Carolina,45001,6,0
2020-04-04,Aiken,South Carolina,45003,24,1
2020-04-04,Allendale,South Carolina,45005,2,0
2020-04-04,Anderson,South Carolina,45007,68,3
2020-04-04,Bamberg,South Carolina,45009,5,0
2020-04-04,Barnwell,South Carolina,45011,2,0
2020-04-04,Beaufort,South Carolina,45013,148,3
2020-04-04,Berkeley,South Carolina,45015,45,0
2020-04-04,Calhoun,South Carolina,45017,4,1
2020-04-04,Charleston,South Carolina,45019,274,1
2020-04-04,Cherokee,South Carolina,45021,2,0
2020-04-04,Chester,South Carolina,45023,12,0
2020-04-04,Chesterfield,South Carolina,45025,13,0
2020-04-04,Clarendon,South Carolina,45027,45,1
2020-04-04,Colleton,South Carolina,45029,9,0
2020-04-04,Darlington,South Carolina,45031,19,0
2020-04-04,Dillon,South Carolina,45033,1,0
2020-04-04,Dorchester,South Carolina,45035,45,0
2020-04-04,Edgefield,South Carolina,45037,5,0
2020-04-04,Fairfield,South Carolina,45039,12,0
2020-04-04,Florence,South Carolina,45041,35,5
2020-04-04,Georgetown,South Carolina,45043,17,1
2020-04-04,Greenville,South Carolina,45045,183,2
2020-04-04,Greenwood,South Carolina,45047,10,0
2020-04-04,Hampton,South Carolina,45049,1,0
2020-04-04,Horry,South Carolina,45051,63,4
2020-04-04,Jasper,South Carolina,45053,9,0
2020-04-04,Kershaw,South Carolina,45055,141,2
2020-04-04,Lancaster,South Carolina,45057,39,0
2020-04-04,Laurens,South Carolina,45059,6,0
2020-04-04,Lee,South Carolina,45061,16,1
2020-04-04,Lexington,South Carolina,45063,95,3
2020-04-04,Marion,South Carolina,45067,2,1
2020-04-04,Marlboro,South Carolina,45069,3,0
2020-04-04,McCormick,South Carolina,45065,1,0
2020-04-04,Newberry,South Carolina,45071,8,0
2020-04-04,Oconee,South Carolina,45073,8,0
2020-04-04,Orangeburg,South Carolina,45075,26,0
2020-04-04,Pickens,South Carolina,45077,17,0
2020-04-04,Richland,South Carolina,45079,242,6
2020-04-04,Saluda,South Carolina,45081,4,0
2020-04-04,Spartanburg,South Carolina,45083,72,0
2020-04-04,Sumter,South Carolina,45085,79,3
2020-04-04,Union,South Carolina,45087,9,0
2020-04-04,Williamsburg,South Carolina,45089,9,0
2020-04-04,York,South Carolina,45091,81,2
2020-04-04,Aurora,South Dakota,46003,1,0
2020-04-04,Beadle,South Dakota,46005,21,1
2020-04-04,Bon Homme,South Dakota,46009,1,0
2020-04-04,Brookings,South Dakota,46011,3,0
2020-04-04,Brown,South Dakota,46013,9,0
2020-04-04,Charles Mix,South Dakota,46023,2,0
2020-04-04,Clark,South Dakota,46025,1,0
2020-04-04,Clay,South Dakota,46027,3,0
2020-04-04,Codington,South Dakota,46029,9,0
2020-04-04,Davison,South Dakota,46035,3,1
2020-04-04,Deuel,South Dakota,46039,1,0
2020-04-04,Fall River,South Dakota,46047,1,0
2020-04-04,Faulk,South Dakota,46049,1,0
2020-04-04,Hamlin,South Dakota,46057,1,0
2020-04-04,Hughes,South Dakota,46065,3,0
2020-04-04,Hutchinson,South Dakota,46067,2,0
2020-04-04,Lake,South Dakota,46079,1,0
2020-04-04,Lawrence,South Dakota,46081,9,0
2020-04-04,Lincoln,South Dakota,46083,21,0
2020-04-04,Lyman,South Dakota,46085,1,0
2020-04-04,Marshall,South Dakota,46091,1,0
2020-04-04,McCook,South Dakota,46087,2,0
2020-04-04,Meade,South Dakota,46093,1,0
2020-04-04,Minnehaha,South Dakota,46099,81,0
2020-04-04,Pennington,South Dakota,46103,6,0
2020-04-04,Roberts,South Dakota,46109,4,0
2020-04-04,Spink,South Dakota,46115,2,0
2020-04-04,Todd,South Dakota,46121,1,0
2020-04-04,Turner,South Dakota,46125,3,0
2020-04-04,Union,South Dakota,46127,3,0
2020-04-04,Yankton,South Dakota,46135,14,0
2020-04-04,Anderson,Tennessee,47001,10,0
2020-04-04,Bedford,Tennessee,47003,8,0
2020-04-04,Benton,Tennessee,47005,4,0
2020-04-04,Bledsoe,Tennessee,47007,2,0
2020-04-04,Blount,Tennessee,47009,34,0
2020-04-04,Bradley,Tennessee,47011,21,0
2020-04-04,Campbell,Tennessee,47013,5,0
2020-04-04,Cannon,Tennessee,47015,4,0
2020-04-04,Carroll,Tennessee,47017,6,0
2020-04-04,Carter,Tennessee,47019,3,0
2020-04-04,Cheatham,Tennessee,47021,12,0
2020-04-04,Chester,Tennessee,47023,6,0
2020-04-04,Claiborne,Tennessee,47025,2,0
2020-04-04,Clay,Tennessee,47027,1,0
2020-04-04,Cocke,Tennessee,47029,1,0
2020-04-04,Coffee,Tennessee,47031,4,0
2020-04-04,Cumberland,Tennessee,47035,23,0
2020-04-04,Davidson,Tennessee,47037,856,6
2020-04-04,DeKalb,Tennessee,47041,5,0
2020-04-04,Dickson,Tennessee,47043,22,0
2020-04-04,Dyer,Tennessee,47045,7,0
2020-04-04,Fayette,Tennessee,47047,18,0
2020-04-04,Fentress,Tennessee,47049,1,0
2020-04-04,Franklin,Tennessee,47051,12,1
2020-04-04,Gibson,Tennessee,47053,8,0
2020-04-04,Giles,Tennessee,47055,3,0
2020-04-04,Grainger,Tennessee,47057,3,0
2020-04-04,Greene,Tennessee,47059,16,1
2020-04-04,Grundy,Tennessee,47061,12,0
2020-04-04,Hamblen,Tennessee,47063,4,0
2020-04-04,Hamilton,Tennessee,47065,71,8
2020-04-04,Hardeman,Tennessee,47069,6,0
2020-04-04,Hardin,Tennessee,47071,2,0
2020-04-04,Hawkins,Tennessee,47073,9,1
2020-04-04,Haywood,Tennessee,47075,2,0
2020-04-04,Henry,Tennessee,47079,4,0
2020-04-04,Hickman,Tennessee,47081,1,0
2020-04-04,Houston,Tennessee,47083,2,0
2020-04-04,Humphreys,Tennessee,47085,3,0
2020-04-04,Jackson,Tennessee,47087,3,0
2020-04-04,Jefferson,Tennessee,47089,6,0
2020-04-04,Johnson,Tennessee,47091,2,0
2020-04-04,Knox,Tennessee,47093,99,1
2020-04-04,Lauderdale,Tennessee,47097,2,0
2020-04-04,Lawrence,Tennessee,47099,3,0
2020-04-04,Lewis,Tennessee,47101,2,0
2020-04-04,Lincoln,Tennessee,47103,5,0
2020-04-04,Loudon,Tennessee,47105,13,0
2020-04-04,Macon,Tennessee,47111,7,0
2020-04-04,Madison,Tennessee,47113,19,0
2020-04-04,Marion,Tennessee,47115,16,1
2020-04-04,Marshall,Tennessee,47117,4,0
2020-04-04,Maury,Tennessee,47119,21,0
2020-04-04,McMinn,Tennessee,47107,3,0
2020-04-04,McNairy,Tennessee,47109,3,0
2020-04-04,Meigs,Tennessee,47121,2,0
2020-04-04,Monroe,Tennessee,47123,6,0
2020-04-04,Montgomery,Tennessee,47125,46,0
2020-04-04,Morgan,Tennessee,47129,4,0
2020-04-04,Obion,Tennessee,47131,2,1
2020-04-04,Overton,Tennessee,47133,2,0
2020-04-04,Perry,Tennessee,47135,3,0
2020-04-04,Polk,Tennessee,47139,3,0
2020-04-04,Putnam,Tennessee,47141,81,0
2020-04-04,Roane,Tennessee,47145,5,0
2020-04-04,Robertson,Tennessee,47147,51,0
2020-04-04,Rutherford,Tennessee,47149,140,3
2020-04-04,Scott,Tennessee,47151,3,0
2020-04-04,Sequatchie,Tennessee,47153,2,0
2020-04-04,Sevier,Tennessee,47155,13,0
2020-04-04,Shelby,Tennessee,47157,706,10
2020-04-04,Smith,Tennessee,47159,3,0
2020-04-04,Stewart,Tennessee,47161,1,0
2020-04-04,Sullivan,Tennessee,47163,18,1
2020-04-04,Sumner,Tennessee,47165,301,10
2020-04-04,Tipton,Tennessee,47167,31,0
2020-04-04,Trousdale,Tennessee,47169,7,1
2020-04-04,Unicoi,Tennessee,47171,1,0
2020-04-04,Union,Tennessee,47173,1,0
2020-04-04,Unknown,Tennessee,,63,0
2020-04-04,Warren,Tennessee,47177,1,0
2020-04-04,Washington,Tennessee,47179,22,0
2020-04-04,Wayne,Tennessee,47181,2,0
2020-04-04,Weakley,Tennessee,47183,1,0
2020-04-04,White,Tennessee,47185,2,0
2020-04-04,Williamson,Tennessee,47187,239,2
2020-04-04,Wilson,Tennessee,47189,82,0
2020-04-04,Anderson,Texas,48001,1,0
2020-04-04,Andrews,Texas,48003,1,0
2020-04-04,Angelina,Texas,48005,10,0
2020-04-04,Atascosa,Texas,48013,2,0
2020-04-04,Austin,Texas,48015,4,0
2020-04-04,Bastrop,Texas,48021,10,0
2020-04-04,Bell,Texas,48027,51,1
2020-04-04,Bexar,Texas,48029,395,11
2020-04-04,Blanco,Texas,48031,2,0
2020-04-04,Bowie,Texas,48037,17,1
2020-04-04,Brazoria,Texas,48039,136,1
2020-04-04,Brazos,Texas,48041,72,5
2020-04-04,Brown,Texas,48049,4,0
2020-04-04,Burleson,Texas,48051,2,0
2020-04-04,Burnet,Texas,48053,4,0
2020-04-04,Caldwell,Texas,48055,3,0
2020-04-04,Calhoun,Texas,48057,8,0
2020-04-04,Cameron,Texas,48061,62,0
2020-04-04,Camp,Texas,48063,1,0
2020-04-04,Cass,Texas,48067,4,0
2020-04-04,Castro,Texas,48069,10,1
2020-04-04,Chambers,Texas,48071,11,0
2020-04-04,Cherokee,Texas,48073,5,0
2020-04-04,Clay,Texas,48077,1,0
2020-04-04,Collin,Texas,48085,268,3
2020-04-04,Colorado,Texas,48089,4,0
2020-04-04,Comal,Texas,48091,18,2
2020-04-04,Comanche,Texas,48093,1,0
2020-04-04,Coryell,Texas,48099,4,0
2020-04-04,Crane,Texas,48103,2,0
2020-04-04,Dallas,Texas,48113,1015,18
2020-04-04,Dawson,Texas,48115,3,0
2020-04-04,DeWitt,Texas,48123,6,0
2020-04-04,Deaf Smith,Texas,48117,5,0
2020-04-04,Denton,Texas,48121,288,6
2020-04-04,Donley,Texas,48129,5,0
2020-04-04,Eastland,Texas,48133,3,0
2020-04-04,Ector,Texas,48135,22,0
2020-04-04,El Paso,Texas,48141,96,0
2020-04-04,Ellis,Texas,48139,32,2
2020-04-04,Erath,Texas,48143,7,1
2020-04-04,Falls,Texas,48145,1,0
2020-04-04,Fannin,Texas,48147,2,0
2020-04-04,Fayette,Texas,48149,11,0
2020-04-04,Fort Bend,Texas,48157,268,5
2020-04-04,Franklin,Texas,48159,1,0
2020-04-04,Gaines,Texas,48165,1,0
2020-04-04,Galveston,Texas,48167,222,1
2020-04-04,Gillespie,Texas,48171,2,0
2020-04-04,Goliad,Texas,48175,1,0
2020-04-04,Gonzales,Texas,48177,1,0
2020-04-04,Gray,Texas,48179,5,0
2020-04-04,Grayson,Texas,48181,12,0
2020-04-04,Gregg,Texas,48183,13,0
2020-04-04,Grimes,Texas,48185,3,0
2020-04-04,Guadalupe,Texas,48187,26,0
2020-04-04,Hale,Texas,48189,7,0
2020-04-04,Hardin,Texas,48199,19,1
2020-04-04,Harris,Texas,48201,1284,17
2020-04-04,Harrison,Texas,48203,5,1
2020-04-04,Hays,Texas,48209,47,0
2020-04-04,Hemphill,Texas,48211,1,0
2020-04-04,Henderson,Texas,48213,1,0
2020-04-04,Hidalgo,Texas,48215,86,0
2020-04-04,Hill,Texas,48217,5,0
2020-04-04,Hockley,Texas,48219,7,1
2020-04-04,Hood,Texas,48221,9,1
2020-04-04,Hopkins,Texas,48223,3,0
2020-04-04,Hunt,Texas,48231,8,0
2020-04-04,Hutchinson,Texas,48233,2,0
2020-04-04,Jackson,Texas,48239,3,0
2020-04-04,Jasper,Texas,48241,2,0
2020-04-04,Jefferson,Texas,48245,40,2
2020-04-04,Jim Wells,Texas,48249,2,0
2020-04-04,Johnson,Texas,48251,20,0
2020-04-04,Karnes,Texas,48255,2,0
2020-04-04,Kaufman,Texas,48257,10,0
2020-04-04,Kendall,Texas,48259,9,0
2020-04-04,Kerr,Texas,48265,2,0
2020-04-04,Kleberg,Texas,48273,2,0
2020-04-04,Lamar,Texas,48277,5,0
2020-04-04,Lamb,Texas,48279,1,0
2020-04-04,Lampasas,Texas,48281,1,0
2020-04-04,Lavaca,Texas,48285,2,0
2020-04-04,Lee,Texas,48287,2,0
2020-04-04,Leon,Texas,48289,2,0
2020-04-04,Liberty,Texas,48291,5,0
2020-04-04,Limestone,Texas,48293,3,1
2020-04-04,Live Oak,Texas,48297,3,0
2020-04-04,Llano,Texas,48299,3,0
2020-04-04,Lubbock,Texas,48303,138,4
2020-04-04,Lynn,Texas,48305,3,0
2020-04-04,Martin,Texas,48317,1,0
2020-04-04,Mason,Texas,48319,1,0
2020-04-04,Matagorda,Texas,48321,39,2
2020-04-04,Maverick,Texas,48323,4,0
2020-04-04,McLennan,Texas,48309,50,1
2020-04-04,Medina,Texas,48325,3,0
2020-04-04,Midland,Texas,48329,22,1
2020-04-04,Milam,Texas,48331,2,0
2020-04-04,Montague,Texas,48337,1,0
2020-04-04,Montgomery,Texas,48339,130,3
2020-04-04,Moore,Texas,48341,6,0
2020-04-04,Morris,Texas,48343,1,0
2020-04-04,Nacogdoches,Texas,48347,15,2
2020-04-04,Navarro,Texas,48349,5,1
2020-04-04,Newton,Texas,48351,1,0
2020-04-04,Nueces,Texas,48355,47,0
2020-04-04,Oldham,Texas,48359,2,1
2020-04-04,Orange,Texas,48361,12,0
2020-04-04,Palo Pinto,Texas,48363,1,0
2020-04-04,Panola,Texas,48365,4,1
2020-04-04,Parker,Texas,48367,6,0
2020-04-04,Polk,Texas,48373,7,0
2020-04-04,Potter,Texas,48375,24,0
2020-04-04,Randall,Texas,48381,24,0
2020-04-04,Robertson,Texas,48395,2,0
2020-04-04,Rockwall,Texas,48397,11,0
2020-04-04,Rusk,Texas,48401,11,0
2020-04-04,San Augustine,Texas,48405,4,1
2020-04-04,San Jacinto,Texas,48407,1,0
2020-04-04,San Patricio,Texas,48409,4,0
2020-04-04,Shelby,Texas,48419,11,0
2020-04-04,Smith,Texas,48423,57,1
2020-04-04,Starr,Texas,48427,5,0
2020-04-04,Swisher,Texas,48437,1,0
2020-04-04,Tarrant,Texas,48439,383,9
2020-04-04,Taylor,Texas,48441,23,1
2020-04-04,Terry,Texas,48445,4,0
2020-04-04,Titus,Texas,48449,1,0
2020-04-04,Tom Green,Texas,48451,17,0
2020-04-04,Travis,Texas,48453,430,6
2020-04-04,Trinity,Texas,48455,2,0
2020-04-04,Tyler,Texas,48457,1,0
2020-04-04,Upshur,Texas,48459,3,0
2020-04-04,Uvalde,Texas,48463,4,0
2020-04-04,Val Verde,Texas,48465,5,0
2020-04-04,Van Zandt,Texas,48467,3,1
2020-04-04,Victoria,Texas,48469,27,0
2020-04-04,Walker,Texas,48471,9,0
2020-04-04,Waller,Texas,48473,7,0
2020-04-04,Washington,Texas,48477,17,0
2020-04-04,Webb,Texas,48479,65,5
2020-04-04,Wharton,Texas,48481,9,0
2020-04-04,Wichita,Texas,48485,44,0
2020-04-04,Willacy,Texas,48489,5,1
2020-04-04,Williamson,Texas,48491,71,1
2020-04-04,Wilson,Texas,48493,6,0
2020-04-04,Wise,Texas,48497,3,0
2020-04-04,Wood,Texas,48499,1,0
2020-04-04,Young,Texas,48503,3,0
2020-04-04,Box Elder,Utah,49003,10,0
2020-04-04,Cache,Utah,49005,15,0
2020-04-04,Carbon,Utah,49007,1,0
2020-04-04,Davis,Utah,49011,137,2
2020-04-04,Duchesne,Utah,49013,1,0
2020-04-04,Emery,Utah,49015,1,0
2020-04-04,Garfield,Utah,49017,1,0
2020-04-04,Grand,Utah,49019,1,0
2020-04-04,Iron,Utah,49021,10,0
2020-04-04,Juab,Utah,49023,1,0
2020-04-04,Kane,Utah,49025,1,0
2020-04-04,Millard,Utah,49027,1,0
2020-04-04,Morgan,Utah,49029,5,0
2020-04-04,Salt Lake,Utah,49035,650,1
2020-04-04,San Juan,Utah,49037,5,0
2020-04-04,Summit,Utah,49043,230,0
2020-04-04,Tooele,Utah,49045,17,0
2020-04-04,Uintah,Utah,49047,1,0
2020-04-04,Unknown,Utah,,0,4
2020-04-04,Utah,Utah,49049,186,0
2020-04-04,Wasatch,Utah,49051,70,0
2020-04-04,Washington,Utah,49053,21,0
2020-04-04,Weber,Utah,49057,63,1
2020-04-04,Addison,Vermont,50001,34,0
2020-04-04,Bennington,Vermont,50003,23,0
2020-04-04,Caledonia,Vermont,50005,5,0
2020-04-04,Chittenden,Vermont,50007,245,6
2020-04-04,Franklin,Vermont,50011,23,0
2020-04-04,Lamoille,Vermont,50015,17,0
2020-04-04,Orange,Vermont,50017,4,0
2020-04-04,Orleans,Vermont,50019,8,0
2020-04-04,Rutland,Vermont,50021,24,0
2020-04-04,Unknown,Vermont,,12,13
2020-04-04,Washington,Vermont,50023,21,0
2020-04-04,Windham,Vermont,50025,21,0
2020-04-04,Windsor,Vermont,50027,24,1
2020-04-04,Unknown,Virgin Islands,,42,0
2020-04-04,Accomack,Virginia,51001,8,0
2020-04-04,Albemarle,Virginia,51003,27,0
2020-04-04,Alexandria city,Virginia,51510,68,0
2020-04-04,Alleghany,Virginia,51005,2,0
2020-04-04,Amelia,Virginia,51007,6,0
2020-04-04,Amherst,Virginia,51009,6,0
2020-04-04,Arlington,Virginia,51013,150,2
2020-04-04,Augusta,Virginia,51015,7,0
2020-04-04,Bedford,Virginia,51019,4,0
2020-04-04,Botetourt,Virginia,51023,14,0
2020-04-04,Bristol city,Virginia,51520,1,0
2020-04-04,Brunswick,Virginia,51025,1,0
2020-04-04,Buckingham,Virginia,51029,4,0
2020-04-04,Buena Vista city,Virginia,51530,1,0
2020-04-04,Campbell,Virginia,51031,2,0
2020-04-04,Caroline,Virginia,51033,1,0
2020-04-04,Carroll,Virginia,51035,1,0
2020-04-04,Charles City,Virginia,51036,4,0
2020-04-04,Charlotte,Virginia,51037,1,0
2020-04-04,Charlottesville city,Virginia,51540,21,0
2020-04-04,Chesapeake city,Virginia,51550,65,1
2020-04-04,Chesterfield,Virginia,51041,106,0
2020-04-04,Clarke,Virginia,51043,2,0
2020-04-04,Covington city,Virginia,51580,1,0
2020-04-04,Culpeper,Virginia,51047,8,0
2020-04-04,Cumberland,Virginia,51049,2,0
2020-04-04,Danville city,Virginia,51590,12,0
2020-04-04,Emporia city,Virginia,51595,2,0
2020-04-04,Fairfax,Virginia,51059,387,5
2020-04-04,Fauquier,Virginia,51061,10,0
2020-04-04,Fluvanna,Virginia,51065,5,0
2020-04-04,Franklin,Virginia,51067,10,0
2020-04-04,Franklin city,Virginia,51620,4,0
2020-04-04,Frederick,Virginia,51069,24,0
2020-04-04,Fredericksburg city,Virginia,51630,7,0
2020-04-04,Galax city,Virginia,51640,1,0
2020-04-04,Gloucester,Virginia,51073,9,0
2020-04-04,Goochland,Virginia,51075,10,0
2020-04-04,Greene,Virginia,51079,2,0
2020-04-04,Greensville,Virginia,51081,4,0
2020-04-04,Halifax,Virginia,51083,1,0
2020-04-04,Hampton city,Virginia,51650,39,0
2020-04-04,Hanover,Virginia,51085,12,0
2020-04-04,Harrisonburg city,Virginia,51660,22,0
2020-04-04,Henrico,Virginia,51087,174,16
2020-04-04,Henry,Virginia,51089,3,0
2020-04-04,Hopewell city,Virginia,51670,9,0
2020-04-04,Isle of Wight,Virginia,51093,18,0
2020-04-04,James City,Virginia,51095,111,3
2020-04-04,King George,Virginia,51099,8,0
2020-04-04,King William,Virginia,51101,1,0
2020-04-04,King and Queen,Virginia,51097,1,0
2020-04-04,Lancaster,Virginia,51103,1,0
2020-04-04,Lee,Virginia,51105,2,0
2020-04-04,Lexington city,Virginia,51678,3,0
2020-04-04,Loudoun,Virginia,51107,150,0
2020-04-04,Louisa,Virginia,51109,13,0
2020-04-04,Lynchburg city,Virginia,51680,10,0
2020-04-04,Madison,Virginia,51113,2,0
2020-04-04,Manassas Park city,Virginia,51685,2,0
2020-04-04,Manassas city,Virginia,51683,14,0
2020-04-04,Mathews,Virginia,51115,2,0
2020-04-04,Mecklenburg,Virginia,51117,8,0
2020-04-04,Montgomery,Virginia,51121,6,0
2020-04-04,Nelson,Virginia,51125,2,0
2020-04-04,New Kent,Virginia,51127,8,0
2020-04-04,Newport News city,Virginia,51700,48,1
2020-04-04,Norfolk city,Virginia,51710,55,1
2020-04-04,Northampton,Virginia,51131,2,0
2020-04-04,Northumberland,Virginia,51133,3,0
2020-04-04,Nottoway,Virginia,51135,1,0
2020-04-04,Orange,Virginia,51137,5,0
2020-04-04,Page,Virginia,51139,2,0
2020-04-04,Petersburg city,Virginia,51730,10,0
2020-04-04,Pittsylvania,Virginia,51143,2,0
2020-04-04,Poquoson city,Virginia,51735,3,0
2020-04-04,Portsmouth city,Virginia,51740,26,1
2020-04-04,Powhatan,Virginia,51145,4,0
2020-04-04,Prince Edward,Virginia,51147,3,0
2020-04-04,Prince George,Virginia,51149,16,0
2020-04-04,Prince William,Virginia,51153,159,1
2020-04-04,Pulaski,Virginia,51155,1,0
2020-04-04,Radford city,Virginia,51750,1,0
2020-04-04,Richmond,Virginia,51159,1,0
2020-04-04,Richmond city,Virginia,51760,96,2
2020-04-04,Roanoke,Virginia,51161,5,0
2020-04-04,Roanoke city,Virginia,51770,10,0
2020-04-04,Rockbridge,Virginia,51163,3,0
2020-04-04,Rockingham,Virginia,51165,15,0
2020-04-04,Salem city,Virginia,51775,1,0
2020-04-04,Shenandoah,Virginia,51171,10,0
2020-04-04,Smyth,Virginia,51173,2,0
2020-04-04,Southampton,Virginia,51175,5,0
2020-04-04,Spotsylvania,Virginia,51177,18,0
2020-04-04,Stafford,Virginia,51179,38,0
2020-04-04,Staunton city,Virginia,51790,1,0
2020-04-04,Suffolk city,Virginia,51800,20,0
2020-04-04,Surry,Virginia,51181,3,0
2020-04-04,Sussex,Virginia,51183,3,0
2020-04-04,Tazewell,Virginia,51185,2,0
2020-04-04,Unknown,Virginia,,18,17
2020-04-04,Virginia Beach city,Virginia,51810,160,1
2020-04-04,Warren,Virginia,51187,4,0
2020-04-04,Washington,Virginia,51191,3,0
2020-04-04,Waynesboro city,Virginia,51820,2,0
2020-04-04,Westmoreland,Virginia,51193,2,0
2020-04-04,Williamsburg city,Virginia,51830,10,1
2020-04-04,Winchester city,Virginia,51840,10,0
2020-04-04,Wise,Virginia,51195,1,0
2020-04-04,Wythe,Virginia,51197,2,0
2020-04-04,York,Virginia,51199,19,0
2020-04-04,Adams,Washington,53001,23,0
2020-04-04,Asotin,Washington,53003,2,0
2020-04-04,Benton,Washington,53005,151,13
2020-04-04,Chelan,Washington,53007,23,3
2020-04-04,Clallam,Washington,53009,8,0
2020-04-04,Clark,Washington,53011,137,8
2020-04-04,Columbia,Washington,53013,1,0
2020-04-04,Cowlitz,Washington,53015,18,0
2020-04-04,Douglas,Washington,53017,10,0
2020-04-04,Ferry,Washington,53019,1,0
2020-04-04,Franklin,Washington,53021,49,1
2020-04-04,Grant,Washington,53025,80,1
2020-04-04,Grays Harbor,Washington,53027,3,0
2020-04-04,Island,Washington,53029,130,4
2020-04-04,Jefferson,Washington,53031,20,0
2020-04-04,King,Washington,53033,2900,204
2020-04-04,Kitsap,Washington,53035,95,0
2020-04-04,Kittitas,Washington,53037,10,0
2020-04-04,Klickitat,Washington,53039,9,1
2020-04-04,Lewis,Washington,53041,12,0
2020-04-04,Lincoln,Washington,53043,1,0
2020-04-04,Mason,Washington,53045,13,0
2020-04-04,Okanogan,Washington,53047,7,0
2020-04-04,Pend Oreille,Washington,53051,1,0
2020-04-04,Pierce,Washington,53053,626,8
2020-04-04,San Juan,Washington,53055,7,0
2020-04-04,Skagit,Washington,53057,161,4
2020-04-04,Skamania,Washington,53059,1,0
2020-04-04,Snohomish,Washington,53061,1502,44
2020-04-04,Spokane,Washington,53063,209,10
2020-04-04,Stevens,Washington,53065,5,0
2020-04-04,Thurston,Washington,53067,64,1
2020-04-04,Wahkiakum,Washington,53069,1,0
2020-04-04,Walla Walla,Washington,53071,9,0
2020-04-04,Whatcom,Washington,53073,199,9
2020-04-04,Whitman,Washington,53075,11,0
2020-04-04,Yakima,Washington,53077,289,7
2020-04-04,Barbour,West Virginia,54001,2,0
2020-04-04,Berkeley,West Virginia,54003,49,0
2020-04-04,Cabell,West Virginia,54011,5,0
2020-04-04,Greenbrier,West Virginia,54025,3,0
2020-04-04,Hancock,West Virginia,54029,6,0
2020-04-04,Hardy,West Virginia,54031,2,0
2020-04-04,Harrison,West Virginia,54033,19,0
2020-04-04,Jackson,West Virginia,54035,13,1
2020-04-04,Jefferson,West Virginia,54037,17,0
2020-04-04,Kanawha,West Virginia,54039,48,0
2020-04-04,Logan,West Virginia,54045,5,0
2020-04-04,Marion,West Virginia,54049,13,1
2020-04-04,Marshall,West Virginia,54051,4,0
2020-04-04,Mason,West Virginia,54053,4,0
2020-04-04,Mercer,West Virginia,54055,3,0
2020-04-04,Mineral,West Virginia,54057,2,0
2020-04-04,Monongalia,West Virginia,54061,40,0
2020-04-04,Morgan,West Virginia,54065,1,0
2020-04-04,Ohio,West Virginia,54069,11,0
2020-04-04,Pendleton,West Virginia,54071,1,0
2020-04-04,Pleasants,West Virginia,54073,1,0
2020-04-04,Preston,West Virginia,54077,5,0
2020-04-04,Putnam,West Virginia,54079,5,0
2020-04-04,Raleigh,West Virginia,54081,4,0
2020-04-04,Randolph,West Virginia,54083,3,0
2020-04-04,Roane,West Virginia,54087,2,0
2020-04-04,Tucker,West Virginia,54093,3,0
2020-04-04,Upshur,West Virginia,54097,1,0
2020-04-04,Wetzel,West Virginia,54103,2,0
2020-04-04,Wirt,West Virginia,54105,1,0
2020-04-04,Wood,West Virginia,54107,7,0
2020-04-04,Adams,Wisconsin,55001,1,0
2020-04-04,Ashland,Wisconsin,55003,1,0
2020-04-04,Barron,Wisconsin,55005,3,0
2020-04-04,Bayfield,Wisconsin,55007,3,0
2020-04-04,Brown,Wisconsin,55009,27,0
2020-04-04,Buffalo,Wisconsin,55011,2,0
2020-04-04,Calumet,Wisconsin,55015,3,0
2020-04-04,Chippewa,Wisconsin,55017,16,0
2020-04-04,Clark,Wisconsin,55019,6,0
2020-04-04,Columbia,Wisconsin,55021,19,0
2020-04-04,Crawford,Wisconsin,55023,1,0
2020-04-04,Dane,Wisconsin,55025,253,8
2020-04-04,Dodge,Wisconsin,55027,14,0
2020-04-04,Door,Wisconsin,55029,2,0
2020-04-04,Douglas,Wisconsin,55031,7,0
2020-04-04,Dunn,Wisconsin,55033,5,0
2020-04-04,Eau Claire,Wisconsin,55035,17,0
2020-04-04,Fond du Lac,Wisconsin,55039,36,2
2020-04-04,Grant,Wisconsin,55043,2,0
2020-04-04,Green,Wisconsin,55045,8,0
2020-04-04,Iowa,Wisconsin,55049,3,0
2020-04-04,Iron,Wisconsin,55051,1,1
2020-04-04,Jackson,Wisconsin,55053,3,0
2020-04-04,Jefferson,Wisconsin,55055,13,0
2020-04-04,Juneau,Wisconsin,55057,5,0
2020-04-04,Kenosha,Wisconsin,55059,93,1
2020-04-04,La Crosse,Wisconsin,55063,21,0
2020-04-04,Manitowoc,Wisconsin,55071,1,0
2020-04-04,Marathon,Wisconsin,55073,11,0
2020-04-04,Marinette,Wisconsin,55075,2,0
2020-04-04,Marquette,Wisconsin,55077,2,0
2020-04-04,Menominee,Wisconsin,55078,1,0
